Id,Pred
2016_1112_1114,0.6961453784154258
2016_1112_1122,0.9316982435586065
2016_1112_1124,0.5465312812705684
2016_1112_1138,0.8237799251767806
2016_1112_1139,0.5987239515675893
2016_1112_1143,0.537808436981457
2016_1112_1151,0.7558185144082725
2016_1112_1153,0.5984560587264878
2016_1112_1160,0.6367397546379163
2016_1112_1163,0.5785965410414887
2016_1112_1167,0.8118126355134141
2016_1112_1173,0.6120700291801665
2016_1112_1181,0.5121726330630226
2016_1112_1192,0.9545729857369055
2016_1112_1195,0.9101439481601624
2016_1112_1201,0.7574385044569515
2016_1112_1211,0.5614144489680563
2016_1112_1214,0.9364089449952794
2016_1112_1218,0.6995184026882727
2016_1112_1221,0.9621160219175225
2016_1112_1231,0.5022575621064594
2016_1112_1233,0.7535394089395466
2016_1112_1234,0.5455111540975893
2016_1112_1235,0.5361004270803099
2016_1112_1242,0.43284774181564795
2016_1112_1246,0.4685081485959595
2016_1112_1268,0.5214109001707525
2016_1112_1274,0.48833573078031084
2016_1112_1276,0.6355466499242205
2016_1112_1277,0.44317456358512636
2016_1112_1292,0.801897521702888
2016_1112_1314,0.44047220049562813
2016_1112_1320,0.7264990109413522
2016_1112_1323,0.5841824273068235
2016_1112_1328,0.46625453246103427
2016_1112_1332,0.47234493225359686
2016_1112_1333,0.6613098656212544
2016_1112_1338,0.6092416553549405
2016_1112_1344,0.6215352592116558
2016_1112_1345,0.477622087846908
2016_1112_1355,0.7398762931528391
2016_1112_1371,0.5588462549731469
2016_1112_1372,0.6526800070331593
2016_1112_1380,0.9452676937779129
2016_1112_1386,0.5984253543166744
2016_1112_1392,0.74603892069178
2016_1112_1393,0.6326946051078632
2016_1112_1396,0.7189647067976096
2016_1112_1400,0.5766788152467232
2016_1112_1401,0.5078866231078226
2016_1112_1403,0.6341885542619009
2016_1112_1409,0.689795061887092
2016_1112_1421,0.8392207381889274
2016_1112_1423,0.7276898540786642
2016_1112_1425,0.6322570768448922
2016_1112_1428,0.5149918748301995
2016_1112_1433,0.6046490546270268
2016_1112_1435,0.5885929726639972
2016_1112_1437,0.4504496483047584
2016_1112_1438,0.4444458890129033
2016_1112_1451,0.8473079861778574
2016_1112_1452,0.4681580163882151
2016_1112_1453,0.8149399709473247
2016_1112_1455,0.5535227468558869
2016_1112_1458,0.5994851439600661
2016_1112_1462,0.4877152879783133
2016_1112_1463,0.6601279696624274
2016_1114_1122,0.8690189450259606
2016_1114_1124,0.33179408374324754
2016_1114_1138,0.6918534192540866
2016_1114_1139,0.3713207978514313
2016_1114_1143,0.3262670915205624
2016_1114_1151,0.5879450105168337
2016_1114_1153,0.3708556867376908
2016_1114_1160,0.41532387247088876
2016_1114_1163,0.3549034847777201
2016_1114_1167,0.6759052252701624
2016_1114_1173,0.39183111145120514
2016_1114_1181,0.30864418297560764
2016_1114_1192,0.9107736593520471
2016_1114_1195,0.8317928205561852
2016_1114_1201,0.5938851701422315
2016_1114_1211,0.34162810208044275
2016_1114_1214,0.8771160739451287
2016_1114_1218,0.4980056320796849
2016_1114_1221,0.9253527298609229
2016_1114_1231,0.30295646770824486
2016_1114_1233,0.5868826369927556
2016_1114_1234,0.3309243128395675
2016_1114_1235,0.32540538848721023
2016_1114_1242,0.2620706784965756
2016_1114_1246,0.282447942908917
2016_1114_1268,0.3156735073825117
2016_1114_1274,0.295239319738788
2016_1114_1276,0.4077285434453211
2016_1114_1277,0.2679422326403705
2016_1114_1292,0.657391442606233
2016_1114_1314,0.2660466605314724
2016_1114_1320,0.5425218747733543
2016_1114_1323,0.3601216448862887
2016_1114_1328,0.28205477058881623
2016_1114_1332,0.28556823052602137
2016_1114_1333,0.4496414848557708
2016_1114_1338,0.37965897325263437
2016_1114_1344,0.3996123604797434
2016_1114_1345,0.28841591940987654
2016_1114_1355,0.5643038103042278
2016_1114_1371,0.3445965477323083
2016_1114_1372,0.4320670858141759
2016_1114_1380,0.8933369648716943
2016_1114_1386,0.3775047058356095
2016_1114_1392,0.5699478083756211
2016_1114_1393,0.40695485742039966
2016_1114_1396,0.5357053673378597
2016_1114_1400,0.3564842612113756
2016_1114_1401,0.3062844775503244
2016_1114_1403,0.41482400120474283
2016_1114_1409,0.4819918087269583
2016_1114_1421,0.716940384483803
