,Team_Id,Season,team_name,wins,avg_fgm,std_fgm,avg_fga,std_fga,avg_fgm3,std_fgm3,avg_fga3,std_fga3,avg_ftm,std_ftm,avg_fta,std_fta,avg_or,std_or,avg_dr,std_dr,avg_ast,std_ast,avg_to,std_to,avg_stl,std_stl,avg_blk,std_blk,avg_pf,std_pf,ftr
0,1101,2003,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1101,2004,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1101,2005,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1101,2006,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1101,2007,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1101,2008,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1101,2009,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1101,2010,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1101,2011,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1101,2012,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1101,2013,Abilene Chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1101,2014,Abilene Chr,2,20.33,4.55,50.14,8.52,6.67,2.73,17.86,4.96,15.81,6.09,21.19,8.68,8.0,3.03,20.33,4.73,10.0,3.95,15.0,4.34,5.76,2.49,1.48,1.36,21.57,4.55,0.44
12,1101,2015,Abilene Chr,7,21.43,6.06,52.93,6.8,7.25,2.76,19.18,4.45,10.89,5.04,14.96,6.53,6.57,2.54,17.04,5.98,11.86,3.77,12.79,3.51,5.93,2.28,1.18,1.39,20.61,4.31,0.29
13,1102,2003,Air Force,12,19.14,4.4,39.79,5.09,7.82,4.11,20.82,6.19,11.14,5.91,17.11,7.74,4.18,2.25,16.82,5.43,13.0,4.85,11.43,4.26,5.96,2.65,1.79,1.77,18.75,3.79,0.45
14,1102,2004,Air Force,22,20.29,4.35,42.04,4.92,8.46,2.56,22.21,5.73,11.14,6.76,15.71,8.33,6.14,2.4,15.36,4.17,13.25,3.63,10.79,2.45,7.79,2.74,2.36,1.62,16.64,3.61,0.39
15,1102,2005,Air Force,17,21.41,3.44,47.72,5.52,8.9,2.98,24.41,7.02,9.52,4.8,13.07,6.82,7.62,3.09,15.41,4.44,13.66,3.44,10.07,3.33,8.79,2.92,1.72,1.44,16.48,3.48,0.29
16,1102,2006,Air Force,22,21.93,3.27,45.57,4.9,8.61,2.47,21.68,3.97,11.04,5.13,14.79,6.51,6.79,3.01,17.79,4.58,14.18,3.07,10.93,3.35,8.0,2.65,2.11,1.73,15.39,4.34,0.33
17,1102,2007,Air Force,22,22.8,4.69,46.93,5.43,9.07,3.45,22.47,6.1,13.83,5.67,18.2,7.36,6.47,3.05,20.87,5.84,15.03,4.37,10.17,3.77,6.27,2.57,1.47,1.22,15.17,3.31,0.4
18,1102,2008,Air Force,14,18.54,3.34,42.39,5.63,7.11,3.2,18.93,4.36,13.39,5.76,19.29,6.34,5.25,2.61,21.36,4.02,11.93,3.54,12.68,4.01,6.18,2.44,1.79,1.32,17.18,3.13,0.46
19,1102,2009,Air Force,8,19.17,4.38,44.07,5.65,6.52,2.06,17.59,3.39,12.55,4.98,18.62,6.69,6.93,3.23,20.9,3.81,11.9,3.28,13.55,4.06,5.07,2.83,2.17,1.81,17.79,3.74,0.43
20,1102,2010,Air Force,8,20.0,4.0,45.59,4.69,5.62,2.77,18.1,4.82,10.0,5.79,15.69,8.08,6.76,2.15,19.86,4.8,12.28,4.19,12.79,3.77,4.83,1.65,1.52,1.7,17.55,3.97,0.35
21,1102,2011,Air Force,14,22.43,3.27,47.86,5.09,6.68,2.5,17.75,4.42,12.71,5.8,18.14,7.55,5.86,3.18,22.43,4.37,15.43,3.83,11.93,3.82,6.21,2.28,2.54,1.97,17.43,4.97,0.39
22,1102,2012,Air Force,11,20.89,3.9,47.0,5.4,6.26,2.77,18.78,5.21,12.63,5.23,18.52,6.97,5.85,2.81,22.3,4.57,13.37,4.5,13.0,4.08,6.26,2.68,2.96,2.07,17.0,4.61,0.4
23,1102,2013,Air Force,15,24.39,5.66,51.79,5.43,8.32,3.39,21.86,5.58,11.82,5.37,16.25,6.54,6.86,2.55,22.18,5.2,15.5,4.71,11.93,3.55,6.21,3.05,1.71,1.12,17.61,4.18,0.32
24,1102,2014,Air Force,10,22.07,3.38,51.82,6.53,7.14,2.43,21.71,5.75,13.29,5.52,19.25,7.21,8.71,3.14,22.86,5.1,13.39,3.63,13.46,3.91,5.29,2.34,2.96,1.69,18.89,3.85,0.38
25,1102,2015,Air Force,12,23.62,4.33,50.76,6.67,7.17,3.07,20.24,4.92,10.31,4.98,15.66,6.28,7.45,3.61,18.66,6.04,14.9,4.77,11.41,3.7,6.31,2.47,1.97,1.88,17.83,3.28,0.32
26,1103,2003,Akron,13,27.15,5.07,55.85,7.7,5.44,2.72,16.07,5.82,19.04,8.7,25.85,12.04,9.78,3.41,19.93,5.23,15.22,3.67,12.63,3.47,7.26,3.77,2.33,1.69,19.85,6.09,0.47
27,1103,2004,Akron,13,24.86,3.84,53.29,7.45,6.18,2.67,17.04,5.21,15.86,6.77,24.57,9.41,11.21,4.65,22.36,5.26,15.11,3.73,14.61,4.47,7.39,3.13,2.54,1.73,19.46,5.07,0.48
28,1103,2005,Akron,18,24.79,4.18,55.79,5.71,8.14,3.44,21.36,5.74,13.89,6.51,20.36,8.23,10.29,3.71,23.07,4.21,16.11,4.83,13.36,3.38,6.75,2.56,3.86,2.38,18.82,2.47,0.38
29,1103,2006,Akron,21,24.33,3.63,54.23,5.35,7.5,2.58,21.0,3.9,15.3,6.09,21.03,7.96,11.0,3.22,22.13,4.87,15.63,3.84,12.57,3.6,6.03,2.4,2.97,1.71,18.97,4.5,0.39
30,1103,2007,Akron,25,27.03,4.91,55.97,8.03,7.22,2.35,18.38,4.01,13.34,6.85,19.84,10.91,12.0,3.72,22.97,4.3,15.03,4.89,12.44,3.59,7.72,3.03,4.38,2.39,18.75,3.47,0.37
31,1103,2008,Akron,23,23.85,4.96,53.76,7.06,8.36,2.91,21.73,4.91,15.18,6.93,21.45,8.11,11.18,4.02,20.24,5.11,13.45,4.29,12.76,3.98,7.06,1.9,2.79,1.98,19.58,3.83,0.41
32,1103,2009,Akron,22,22.59,4.26,54.26,8.22,7.12,2.43,21.62,6.02,14.12,5.27,19.74,7.64,11.74,4.63,21.35,4.28,12.12,3.64,13.74,3.7,7.65,2.9,2.26,1.24,20.62,5.18,0.38
33,1103,2010,Akron,23,25.09,4.12,57.64,7.31,6.61,2.37,19.52,3.8,14.24,5.48,21.39,7.09,13.45,4.36,22.7,4.3,13.52,4.13,13.67,3.64,6.24,2.73,3.18,1.99,19.88,4.03,0.38
34,1103,2011,Akron,22,24.59,3.89,57.21,6.7,7.88,3.05,21.88,6.23,12.91,5.99,18.24,8.36,10.06,4.08,24.21,4.9,14.35,3.63,12.03,3.44,6.44,3.13,3.41,2.51,19.24,4.27,0.32
35,1103,2012,Akron,21,25.09,4.73,54.41,7.0,5.91,2.22,16.12,4.37,15.38,6.04,22.25,8.34,11.28,3.42,23.75,4.54,13.72,4.18,14.34,3.41,7.31,2.76,4.31,2.39,18.31,4.6,0.43
36,1103,2013,Akron,25,25.77,3.65,56.94,7.85,6.94,2.56,20.87,5.91,13.45,5.07,20.94,6.53,13.03,5.07,24.77,5.33,15.0,4.24,13.74,3.49,7.13,2.55,5.58,2.17,18.0,4.2,0.38
37,1103,2014,Akron,21,23.55,4.44,54.52,6.19,7.09,2.82,20.39,4.94,13.73,4.63,22.21,6.76,12.3,3.75,22.67,4.4,11.15,3.49,13.21,3.93,6.61,2.57,4.21,2.61,17.82,4.38,0.42
38,1103,2015,Akron,20,23.15,3.28,56.35,6.68,9.41,3.12,26.94,5.03,11.65,4.75,17.65,6.51,9.68,4.37,22.82,5.62,12.41,3.36,11.97,3.66,6.26,3.19,4.47,1.83,18.79,4.12,0.32
39,1104,2003,Alabama,17,24.04,4.98,57.18,6.66,6.36,2.15,19.86,3.88,14.86,5.16,20.93,6.35,13.57,3.64,23.93,4.96,12.11,3.42,13.29,3.39,6.61,2.63,3.79,1.99,18.04,4.05,0.37
40,1104,2004,Alabama,17,24.9,4.8,55.0,7.06,7.14,2.74,18.62,5.69,15.28,6.08,21.86,8.66,11.31,3.47,24.0,4.11,11.86,3.38,13.28,3.24,6.45,2.8,3.1,2.13,18.34,3.71,0.4
41,1104,2005,Alabama,23,25.37,6.03,52.67,10.19,7.63,3.55,19.57,6.36,17.07,6.16,23.27,8.23,10.23,4.24,26.47,4.97,13.83,5.24,12.67,4.59,5.2,3.19,4.43,2.45,14.73,4.15,0.47
42,1104,2006,Alabama,17,24.52,4.89,54.07,7.13,5.52,2.13,16.24,4.69,15.41,6.22,21.83,8.77,12.52,4.46,24.48,4.49,12.21,3.75,13.52,2.98,6.34,2.55,5.03,2.87,13.83,3.0,0.4
43,1104,2007,Alabama,20,26.23,4.36,57.29,7.74,6.45,2.43,17.48,4.68,14.71,4.64,20.77,5.77,13.35,4.46,25.35,6.56,13.13,4.18,13.68,3.9,5.58,2.68,5.26,3.26,14.0,4.37,0.37
44,1104,2008,Alabama,17,27.79,5.01,60.91,8.14,7.03,3.13,19.39,5.17,12.67,4.95,20.42,6.76,13.58,3.78,24.61,5.76,15.61,5.07,13.0,4.74,7.45,2.61,4.48,1.87,16.76,3.65,0.34
45,1104,2009,Alabama,16,25.97,4.66,59.43,5.44,4.83,2.46,14.63,4.97,16.07,6.35,22.8,8.58,14.03,2.86,25.73,4.81,11.17,3.79,14.8,4.07,7.0,2.26,4.67,2.26,17.33,3.86,0.39
46,1104,2010,Alabama,17,24.72,3.08,56.06,6.48,5.47,1.83,15.62,3.75,13.59,5.95,19.22,8.11,12.06,4.35,23.12,4.92,13.41,4.05,12.81,3.26,7.78,2.85,3.97,2.25,18.22,3.97,0.35
47,1104,2011,Alabama,21,24.88,5.49,55.91,6.9,4.09,2.58,13.72,4.37,12.81,5.38,17.72,6.89,12.59,3.23,24.06,5.6,12.41,4.57,14.19,3.46,9.25,2.62,5.22,2.6,18.41,3.75,0.33
48,1104,2012,Alabama,21,23.62,3.63,52.31,6.86,4.03,1.86,14.16,4.33,13.66,5.82,19.09,7.28,10.81,4.1,24.38,3.4,12.28,2.64,12.94,2.94,7.31,3.51,4.16,2.68,18.41,4.01,0.38
49,1104,2013,Alabama,20,22.31,4.45,52.06,7.58,5.5,2.23,16.34,4.03,12.47,5.99,17.91,7.65,10.44,3.3,21.97,4.14,10.47,3.47,12.47,3.72,8.22,3.13,4.47,2.85,17.5,4.54,0.35
50,1104,2014,Alabama,12,22.71,4.14,51.81,5.71,5.74,2.38,17.26,3.48,15.55,4.36,22.77,5.63,9.9,3.63,22.58,4.04,10.77,3.49,11.84,3.25,6.74,2.74,4.23,1.91,19.16,4.67,0.45
51,1104,2015,Alabama,17,22.03,4.05,50.26,8.1,6.58,2.26,20.48,3.85,16.0,6.97,22.16,8.72,8.26,3.4,21.19,6.38,10.35,3.96,11.71,3.04,6.29,2.36,3.61,2.22,19.23,4.54,0.46
52,1105,2003,Alabama A&M,7,24.38,4.73,61.62,6.97,7.58,3.09,20.77,5.79,15.42,6.52,21.85,8.51,13.5,3.65,23.12,4.97,14.54,4.16,18.65,4.89,9.31,4.13,2.08,1.23,20.23,4.07,0.36
53,1105,2004,Alabama A&M,13,23.62,3.7,57.9,8.18,6.21,3.05,19.55,6.45,16.34,6.65,23.72,9.17,12.52,4.62,23.97,5.41,12.34,4.07,16.17,5.1,7.21,3.49,2.55,1.84,21.52,3.58,0.42
54,1105,2005,Alabama A&M,16,23.66,4.14,59.0,8.74,6.1,2.06,20.24,4.38,15.66,5.45,25.52,8.71,12.93,4.03,24.31,5.84,13.14,4.21,15.24,5.04,10.62,3.97,3.86,2.46,19.34,5.0,0.45
55,1105,2006,Alabama A&M,11,25.52,5.27,61.13,7.71,6.26,3.05,19.43,5.42,16.65,7.09,25.52,10.07,12.91,3.48,25.43,5.52,12.13,5.4,15.65,3.86,8.22,3.33,5.74,3.14,19.7,4.29,0.43
56,1105,2007,Alabama A&M,6,20.77,3.93,55.12,6.86,4.73,2.39,18.04,4.12,13.77,6.28,21.69,7.63,11.04,3.47,23.73,4.94,10.12,3.86,17.85,4.72,6.73,3.34,7.65,4.16,20.31,4.95,0.4
57,1105,2008,Alabama A&M,11,21.5,4.61,56.5,6.22,6.0,1.88,18.23,3.63,15.19,8.06,22.12,10.68,12.65,3.44,22.58,4.58,9.62,2.68,16.04,4.25,7.19,3.7,5.65,3.14,18.81,4.1,0.4
58,1105,2009,Alabama A&M,7,22.29,5.06,57.29,8.38,4.5,2.15,16.79,3.95,14.92,6.18,22.67,9.1,12.29,4.1,22.29,4.75,10.67,4.66,16.21,5.09,8.04,3.52,3.46,2.64,20.33,4.81,0.41
59,1105,2010,Alabama A&M,8,21.17,4.61,57.17,5.83,3.83,1.92,13.57,3.87,17.65,7.14,27.52,7.87,13.96,4.22,21.61,4.73,9.7,4.66,15.91,5.05,9.39,2.97,5.22,2.54,20.65,4.61,0.49
60,1105,2011,Alabama A&M,10,22.16,3.3,55.8,6.68,4.28,1.95,15.0,3.67,14.2,6.13,22.76,8.31,11.88,4.28,24.68,6.72,11.6,3.86,15.88,4.28,8.56,2.92,5.28,2.25,20.0,5.35,0.42
61,1105,2012,Alabama A&M,5,21.69,3.95,53.88,7.33,5.27,2.36,16.65,4.96,12.46,5.13,19.12,6.77,10.92,3.68,22.54,4.7,10.62,3.29,16.27,3.47,6.15,2.34,4.0,2.02,22.46,4.02,0.37
62,1105,2013,Alabama A&M,9,21.93,4.51,55.62,6.75,4.83,1.91,16.69,3.05,12.9,4.57,20.55,7.62,11.86,3.3,23.45,5.58,11.38,4.38,14.17,4.05,5.48,2.57,3.34,1.9,17.45,4.65,0.38
63,1105,2014,Alabama A&M,12,21.54,3.88,53.11,5.45,6.11,2.83,18.89,5.0,14.64,6.03,22.07,8.77,9.82,3.39,23.82,4.73,12.54,4.45,13.25,4.39,6.04,2.49,4.07,2.42,21.96,5.47,0.43
64,1105,2015,Alabama A&M,8,20.68,4.29,52.64,6.21,5.75,2.47,19.79,4.11,14.18,5.7,21.89,8.26,10.82,3.94,20.25,7.41,12.04,4.08,13.82,4.33,5.64,2.21,2.36,1.5,19.75,4.06,0.42
65,1106,2003,Alabama St,13,23.43,4.43,55.29,6.62,6.11,2.22,17.64,3.92,10.64,5.93,16.46,7.52,12.29,5.25,23.86,5.8,11.68,4.2,17.04,4.25,8.36,3.03,3.14,2.07,18.18,2.52,0.31
66,1106,2004,Alabama St,16,20.57,4.2,48.73,5.48,5.53,1.72,16.57,4.61,14.77,5.53,22.47,7.74,11.7,3.72,22.77,4.49,10.27,3.91,17.2,4.89,7.07,2.9,3.13,2.06,18.7,3.58,0.47
67,1106,2005,Alabama St,15,19.43,3.52,51.0,7.33,4.53,2.3,15.1,6.31,14.57,6.12,22.43,9.52,11.27,3.35,22.4,6.0,10.37,3.24,15.77,5.54,6.7,2.53,2.0,1.55,17.47,4.42,0.46
68,1106,2006,Alabama St,12,22.97,3.82,56.2,8.29,5.8,2.12,18.63,6.24,14.43,5.44,23.0,8.3,13.17,5.21,22.47,5.91,10.27,3.39,15.87,4.41,5.97,2.66,2.77,1.79,21.33,4.29,0.42
69,1106,2007,Alabama St,9,19.97,3.84,54.86,7.5,5.83,2.75,19.31,6.01,14.45,7.08,22.55,10.0,12.97,4.37,21.45,4.56,9.34,3.28,14.1,3.99,6.17,3.08,2.72,1.46,20.17,4.77,0.43
70,1106,2008,Alabama St,17,26.22,4.22,57.37,6.78,6.37,2.53,18.04,4.96,12.19,6.69,18.85,8.44,11.93,4.07,25.67,6.13,14.48,6.23,13.22,4.91,5.81,2.73,3.78,2.28,19.11,3.93,0.33
71,1106,2009,Alabama St,20,25.55,4.41,54.93,6.39,5.69,2.62,17.31,4.44,12.69,5.34,20.03,7.73,11.41,4.26,24.72,5.06,14.0,4.55,13.76,4.17,5.76,2.37,4.76,2.9,17.62,4.43,0.38
72,1106,2010,Alabama St,13,21.21,5.1,53.5,5.91,5.93,2.32,19.07,4.04,15.68,4.88,24.25,7.17,13.36,3.87,22.32,5.23,12.64,4.46,16.21,4.43,7.46,3.43,4.18,2.82,20.82,5.06,0.46
73,1106,2011,Alabama St,15,20.91,4.54,52.56,6.41,4.81,1.69,16.47,5.31,14.94,7.57,24.53,10.58,13.31,3.3,22.28,4.87,11.62,4.27,15.72,3.7,7.31,2.68,4.56,2.58,22.31,4.53,0.48
74,1106,2012,Alabama St,10,20.48,2.94,54.93,6.5,6.0,2.74,19.93,5.24,10.76,4.58,18.72,7.01,12.72,4.77,22.14,5.31,11.14,2.92,14.97,3.87,7.48,2.64,3.03,1.84,19.86,3.37,0.34
75,1106,2013,Alabama St,9,22.74,3.8,56.26,6.47,5.26,2.0,17.16,4.87,10.74,4.85,18.1,7.27,12.39,3.64,23.16,3.94,11.48,3.45,14.9,4.28,6.16,2.91,3.23,1.89,18.74,3.28,0.33
76,1106,2014,Alabama St,16,24.14,3.42,58.21,6.34,5.32,2.37,18.82,4.64,16.29,5.72,23.82,7.34,13.0,3.7,22.21,5.31,12.07,3.38,12.11,3.12,6.68,2.54,3.54,2.12,18.43,4.47,0.42
77,1106,2015,Alabama St,17,25.78,5.32,59.37,8.39,5.7,2.22,16.11,3.94,13.44,5.17,20.56,6.89,11.19,3.88,25.04,5.52,13.41,4.47,13.56,4.2,6.07,2.84,4.19,2.6,18.0,4.62,0.36
78,1107,2003,Albany NY,7,24.04,4.17,57.46,6.64,7.93,2.83,22.18,4.68,9.93,4.67,13.54,5.75,8.25,2.65,20.25,5.73,11.93,3.13,12.57,3.74,6.86,2.66,2.04,1.57,15.89,4.0,0.24
79,1107,2004,Albany NY,5,21.36,3.66,53.32,7.32,4.82,1.91,16.25,4.85,10.36,5.19,14.04,6.62,10.21,3.89,22.5,4.41,11.21,3.58,15.75,3.82,6.71,2.59,2.25,1.4,16.93,4.2,0.27
80,1107,2005,Albany NY,13,23.0,4.58,52.57,8.25,6.21,2.71,16.39,3.7,15.14,5.66,20.96,6.94,11.07,4.19,22.68,4.3,13.07,4.29,14.79,3.49,8.04,3.38,2.43,1.35,17.29,4.71,0.41
81,1107,2006,Albany NY,21,23.19,4.29,51.87,7.51,7.06,2.58,18.52,4.4,15.42,5.46,21.74,7.77,11.0,3.89,22.97,4.72,12.61,3.85,14.16,2.98,6.39,2.85,2.58,1.63,19.1,2.87,0.44
82,1107,2007,Albany NY,23,24.25,3.63,53.25,7.2,6.84,2.53,18.16,4.5,12.91,6.12,17.88,8.06,11.0,3.45,22.97,4.71,13.12,2.85,13.38,3.68,5.91,2.22,2.44,1.81,19.22,3.77,0.35
83,1107,2008,Albany NY,15,24.07,3.22,55.0,6.44,5.73,2.39,16.6,3.77,14.4,6.89,19.83,9.18,12.43,2.97,25.03,4.16,12.33,3.24,14.27,3.8,5.33,2.63,2.43,1.68,20.47,4.39,0.38
84,1107,2009,Albany NY,15,23.06,3.61,55.26,6.43,4.19,2.3,14.26,4.02,13.68,6.13,19.03,7.24,13.71,4.27,25.19,5.46,11.84,2.52,15.29,3.77,5.16,2.79,2.03,1.62,20.19,3.35,0.35
85,1107,2010,Albany NY,7,22.19,4.52,54.25,6.14,6.06,2.7,18.28,5.0,12.28,5.47,17.03,6.53,12.47,3.16,23.66,4.85,11.88,3.61,16.16,4.95,5.84,3.08,3.03,2.06,18.81,4.35,0.32
86,1107,2011,Albany NY,16,22.62,4.27,53.34,7.47,7.44,3.02,19.72,5.38,10.22,5.45,15.84,7.74,11.75,3.76,24.34,5.38,11.59,3.62,12.84,4.11,4.69,2.22,2.81,2.29,15.78,4.42,0.31
87,1107,2012,Albany NY,19,24.73,4.45,55.52,6.76,7.06,2.63,19.67,4.62,15.42,6.5,20.45,8.23,11.88,3.74,22.91,5.59,12.3,3.93,12.52,4.14,5.52,2.68,2.82,2.13,16.97,3.49,0.38
