Id,Pred
2016_1112_1114,0.7666696484531597
2016_1112_1122,0.9840376710322676
2016_1112_1124,0.5418632704444731
2016_1112_1138,0.9319893231760226
2016_1112_1139,0.669040861417197
2016_1112_1143,0.6444452691415962
2016_1112_1151,0.855404613923765
2016_1112_1153,0.640759586995692
2016_1112_1160,0.7441063820860393
2016_1112_1163,0.6483166972317096
2016_1112_1167,0.9000567956469242
2016_1112_1173,0.724492479329538
2016_1112_1181,0.5519718105666758
2016_1112_1192,0.9886065463543419
2016_1112_1195,0.9716598956147298
2016_1112_1201,0.858397737022079
2016_1112_1211,0.6799250778908374
2016_1112_1214,0.9812687317793406
2016_1112_1218,0.8446017290493778
2016_1112_1221,0.9904914287052913
2016_1112_1231,0.5842944334457287
2016_1112_1233,0.8794671749011969
2016_1112_1234,0.5885195082693288
2016_1112_1235,0.604609345154677
2016_1112_1242,0.4053706632010471
2016_1112_1246,0.4812371869077561
2016_1112_1268,0.5989351891826182
2016_1112_1274,0.49354113948719525
2016_1112_1276,0.731407629653083
2016_1112_1277,0.42831703383398556
2016_1112_1292,0.9003562497061358
2016_1112_1314,0.3360827763755349
2016_1112_1320,0.8443613793190128
2016_1112_1323,0.6116213403056086
2016_1112_1328,0.5177384248809312
2016_1112_1332,0.448418345766909
2016_1112_1333,0.7188428723285369
2016_1112_1338,0.6842135428559114
2016_1112_1344,0.6828431069479003
2016_1112_1345,0.5320101594340781
2016_1112_1355,0.8435807742343577
2016_1112_1371,0.5952462861146489
2016_1112_1372,0.7661250891548758
2016_1112_1380,0.9824315125814763
2016_1112_1386,0.6732926865193114
2016_1112_1392,0.8331294911261541
2016_1112_1393,0.6774944129594417
2016_1112_1396,0.7452774827473586
2016_1112_1400,0.6262222603793669
2016_1112_1401,0.5408929525630906
2016_1112_1403,0.701812580275792
2016_1112_1409,0.772412178956144
2016_1112_1421,0.9337394932839379
2016_1112_1423,0.8272190055871771
2016_1112_1425,0.7131441807977401
2016_1112_1428,0.5958746052469289
2016_1112_1433,0.65287040578487
2016_1112_1435,0.7490581772596967
2016_1112_1437,0.43747379521638086
2016_1112_1438,0.4443394569341031
2016_1112_1451,0.9610572034907323
2016_1112_1452,0.4046457389431491
2016_1112_1453,0.918153118965139
2016_1112_1455,0.6446727091846508
2016_1112_1458,0.6544315158768251
2016_1112_1462,0.5198430281220608
2016_1112_1463,0.779910236033256
2016_1114_1122,0.94554144551051
2016_1114_1124,0.30060123881885537
2016_1114_1138,0.7870052999542628
2016_1114_1139,0.39572172609229384
2016_1114_1143,0.3745406848692606
2016_1114_1151,0.6203047852890289
2016_1114_1153,0.3814691718228246
2016_1114_1160,0.47588752001393886
2016_1114_1163,0.41763632327394795
2016_1114_1167,0.6938213084172395
2016_1114_1173,0.4707142157439853
2016_1114_1181,0.3182908596541038
2016_1114_1192,0.9620487605438397
2016_1114_1195,0.9068496736220318
2016_1114_1201,0.6392783535709862
2016_1114_1211,0.4055658596118105
2016_1114_1214,0.9385325835919375
2016_1114_1218,0.5717619824375058
2016_1114_1221,0.9675461044913545
2016_1114_1231,0.34348545317461915
2016_1114_1233,0.6748277026523329
2016_1114_1234,0.3566377464655337
2016_1114_1235,0.38471436056539854
2016_1114_1242,0.2120517940575602
2016_1114_1246,0.2580218149517713
2016_1114_1268,0.37823180808710816
2016_1114_1274,0.2889895417561676
2016_1114_1276,0.4931330452777886
2016_1114_1277,0.22931819890849603
2016_1114_1292,0.7115374102652291
2016_1114_1314,0.1765092416899338
2016_1114_1320,0.6338419730476661
2016_1114_1323,0.39401245992253325
2016_1114_1328,0.3152070487547178
2016_1114_1332,0.2414574347729901
2016_1114_1333,0.46769787006468916
2016_1114_1338,0.4187517056867132
2016_1114_1344,0.4159033548172504
2016_1114_1345,0.30385903889777877
2016_1114_1355,0.5957089374748925
2016_1114_1371,0.3506754727660554
2016_1114_1372,0.49499893903087877
2016_1114_1380,0.9424187789453544
2016_1114_1386,0.4026331069462995
2016_1114_1392,0.6069254227879559
2016_1114_1393,0.48095403000486775
2016_1114_1396,0.5103428574159133
2016_1114_1400,0.39012688838127046
2016_1114_1401,0.3167180244029518
2016_1114_1403,0.44604248869670904
2016_1114_1409,0.5206506924614358
2016_1114_1421,0.793635623802374
2016_1114_1423,0.5657193019551182
2016_1114_1425,0.4526224555475279
2016_1114_1428,0.3490904367180321
2016_1114_1433,0.41650163145966923
2016_1114_1435,0.48925550505513343
2016_1114_1437,0.2492770111844516
2016_1114_1438,0.24737794565268595
2016_1114_1451,0.8683056464182878
2016_1114_1452,0.18429234583297557
2016_1114_1453,0.7526681091888999
2016_1114_1455,0.37668894702302314
